Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
aide achat recuperateur eau de pluie,98,98,70,32,0.00,https://cuve-expert.fr/blog/subventions-recuperateur-eau/,0,0,0.00,0.06,15800,"[18,23,18,18,8,8,8,5,3,3,3,3]",2025-04-29,"Reviews, Featured snippet, People also ask, Related searches",informational,Organic
innondation maison,14,14,170,21,0.65,https://cuve-expert.fr/blog/vider-maison-inondation/,0,0,0.00,0.01,17300000,"[53,66,100,66,100,66,5,5,5,5,23,43]",2025-04-29,"Reviews, Video, People also ask, Related searches, Short videos",informational,Organic
motopompe thermique avec tuyau,16,16,170,13,0.12,https://cuve-expert.fr/e-motopompe/4891-e-motopompe-eaux-claires-123h-flexibles-refoulement.html,0,0,0.00,1,66,"[7,11,8,5,5,7,8,4,7,3,3,3]",2025-04-29,"Image pack, Reviews, Video, Image, Shopping ads, Popular products, Related searches",informational,Organic
jauge pour cuve a fuel,37,37,110,13,0.16,https://cuve-expert.fr/g-accessoires-cuve-gnr-fioul-gasoil/3754-g-jauge-niveau-universelle-cuve-750l-2000l.html,0,0,0.00,1,77,"[42,42,34,19,19,7,26,65,42,53,53,100]",2025-04-29,"Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
réservoir à vessie 300 litres vertical,54,54,50,6,0.23,https://cuve-expert.fr/e-kit-surpresseur/6545-kit-surpresseur-vertical-300l-pour-pompe-forage-2-.html,0,0,0.00,1,61,"[29,41,41,41,41,41,41,23,23,23,23,41]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, Popular products, Related searches","informational, transactional",Organic
pompe à eau aspirante,46,46,90,10,0.21,https://cuve-expert.fr/blog/solution-problemes-aspiration-pompe-surface-et-pompe-surpresseur/,0,0,0.00,1,850,"[0,2,0,4,0,0,0,0,0,81,54,100]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","commercial, informational",Organic
pompe à eau aspirante,32,32,90,10,0.21,https://cuve-expert.fr/blog/problemes-aspiration-pompe-eau/,0,0,0.00,1,850,"[0,2,0,4,0,0,0,0,0,81,54,100]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","commercial, informational",Organic
pompe à eau aspirante,14,14,90,10,0.21,https://cuve-expert.fr/blog/problemes-aspiration-pompe-eau/,0,0,0.00,1,850,"[0,2,0,4,0,0,0,0,0,81,54,100]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","commercial, informational",Image pack
pompe a eau immergee,66,66,170,10,0.24,https://cuve-expert.fr/blog/pompe-immergee-outil-extraire-eaux-souterraines/,0,0,0.00,1,639,"[28,53,53,66,53,53,53,23,17,12,23,28]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches, Short videos",commercial,Organic
pompe a eau immergee,25,25,170,10,0.24,https://cuve-expert.fr/47-e-pompe-immergee,0,0,0.00,1,639,"[28,53,53,66,53,53,53,23,17,12,23,28]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches, Short videos",commercial,Organic
sonde niveau d'eau,48,48,140,11,0.44,https://cuve-expert.fr/148-e-sonde-pompe-immergee,0,0,0.00,1,12900000,"[52,80,66,80,66,80,66,66,80,42,42,66]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches",informational,Organic
pompe serpilliere,4,4,70,10,0.22,https://cuve-expert.fr/e-pompe-vide-cave-serpilliere/4965-e-pompe-serpillere-2mm-mono-025kw-eaux-claires-kit-accessoires.html,0,0,0.00,1,92,"[52,100,14,23,23,19,4,52,42,0,4,14]",2025-04-29,"Image pack, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Image pack
pompe serpilliere,4,4,70,10,0.22,https://cuve-expert.fr/107-e-pompe-vide-cave-serpilliere,3,0.02,0.00,1,92,"[52,100,14,23,23,19,4,52,42,0,4,14]",2025-04-29,"Image pack, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
disjoncteur d'eau,37,37,90,9,0.22,https://cuve-expert.fr/128-e-disjoncteur-magneto-thermique,0,0,0.00,0.72,5070000,"[82,52,41,64,64,64,29,41,52,41,41,41]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, Popular products, Related searches",informational,Organic
tracteur renault ares,6,6,110,17,0.15,https://cuve-expert.fr/blog/quelles-sont-les-marques-de-tracteurs-francais/,1,0,0.00,0.02,58,"[82,82,64,64,41,64,82,64,64,82,64,64]",2025-04-29,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches","informational, transactional",People also ask
récupération des eaux pluviales de toiture,82,82,70,9,0.59,https://cuve-expert.fr/blog/legal-recuperer-eau-pluviale/,0,0,0.00,0.23,1580000,"[52,64,64,100,52,41,23,29,29,23,11,23]",2025-04-29,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
récupération des eaux pluviales de toiture,51,51,70,9,0.59,https://cuve-expert.fr/blog/calculer-volume-cuve/,0,0,0.00,0.23,1580000,"[52,64,64,100,52,41,23,29,29,23,11,23]",2025-04-29,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
pompe d'eau,58,58,110,20,0.29,https://cuve-expert.fr/48-e-pompe-surface,0,0,0.00,1,65,"[42,53,34,53,0,53,19,34,100,34,11,34]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
pompe d'eau,17,17,110,20,0.29,https://cuve-expert.fr/12-pompe-a-eau-professionnelle,0,0,0.00,1,65,"[42,53,34,53,0,53,19,34,100,34,11,34]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
bouchon de reservoir essence,62,62,50,17,0.31,https://cuve-expert.fr/e-bouchon/4169-e-bouchon-reservoir-essence-motopompe.html,0,0,0.00,1,1,"[18,81,81,18,81,27,45,45,27,27,45,27]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
pompe de relevage altech,3,3,90,12,0.36,https://cuve-expert.fr/blog/pompe-relevage-ne-pompe-pas/,1,0,0.00,1,29,"[33,33,33,33,33,52,33,33,52,42,33,52]",2025-04-29,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",People also ask
qu'est ce qu'une pompe de relevage,11,11,70,11,0.52,https://cuve-expert.fr/blog/pompe-relevage-eau-pluviale/,0,0,0.00,0.13,1610000,"[21,21,28,28,21,15,9,28,21,21,6,28]",2025-04-29,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
qu'est ce qu'une pompe de relevage,8,8,70,11,0.52,https://cuve-expert.fr/blog/guide-pompe-relevage/,0,0,0.00,0.13,1610000,"[21,21,28,28,21,15,9,28,21,21,6,28]",2025-04-29,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
cuve essence 1000 litres,25,25,50,1,0.49,https://cuve-expert.fr/e-cuve-eau/7043-cuve-stockage-horizontale-bleu-1000l-pre-equipee.html,0,0,0.00,1,58,"[10,14,10,10,14,10,8,10,10,8,8,4]",2025-04-29,"Image pack, Reviews, Shopping ads, Popular products, Related searches","informational, transactional",Organic
pompe submersible pour puit,42,42,50,17,0.19,https://cuve-expert.fr/111-e-pompe-immergee-puit-profond,0,0,0.00,1,281000,"[41,41,64,64,11,11,11,11,11,0,29,41]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches",commercial,Organic
pompe vidange piscine hors sol,85,85,70,12,0.15,https://cuve-expert.fr/blog/vider-piscine-pompe-vide-cave/,0,0,0.00,1,1200000,"[14,14,64,64,64,78,100,100,35,14,14,14]",2025-04-29,"Image pack, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
code onu 1203,1,1,70,22,0.00,https://cuve-expert.fr/blog/reglementation-sur-lutilisation-du-gnr/,2,0.01,0.00,0,58,"[42,9,42,42,42,33,42,33,52,42,33,9]",2025-04-29,"Image pack, Reviews, Featured snippet, People also ask, Related searches",informational,People also ask
pompe l'huile,57,57,50,23,0.25,https://cuve-expert.fr/20-l-pompe-huile,0,0,0.00,1,23500000,"[0,0,0,0,0,0,1,0,0,0,100,1]",2025-04-29,"Knowledge panel, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
mesure pression eau,77,77,50,11,0.20,https://cuve-expert.fr/53-e-manometre-compteur-eau,0,0,0.00,1,70700000,"[45,45,36,45,36,45,45,63,63,0,63,63]",2025-04-29,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
mesure pression eau,38,38,50,11,0.20,https://cuve-expert.fr/blog/pression-sanitaire-habitation/,0,0,0.00,1,70700000,"[45,45,36,45,36,45,45,63,63,0,63,63]",2025-04-29,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
tricoise pompiers,37,37,260,11,0.21,https://cuve-expert.fr/e-raccord-pompier/4602-e-cle-tricoise-raccord-pompier-dn65-dn100.html,0,0,0.00,1,11300,"[3,3,2,0,16,20,10,13,100,20,13,20]",2025-04-29,"Image, Shopping ads, People also ask, Popular products, Related searches","informational, transactional",Organic
cuve en plastique 1000 litres,41,41,260,17,0.48,https://cuve-expert.fr/e-cuve-eau/6425-cuve-a-eau-1000l-hors-sol-horizontale-encombrement-reduit-pre-equipee.html,0,0,0.00,1,96,"[54,100,100,66,66,54,43,43,43,43,35,43]",2025-04-29,"Image pack, Reviews, Video, People also ask, Popular products, Related searches",transactional,Organic
dimensionner pompe piscine,73,73,50,16,0.24,https://cuve-expert.fr/blog/pompe-eau-dimension/,0,0,0.00,0.09,100,"[9,14,19,52,52,42,100,9,9,4,4,0]",2025-04-29,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
installer pompe puit,24,24,50,9,0.84,https://cuve-expert.fr/blog/installation-pompe-surface/,0,0,0.00,0.39,5120000,"[78,100,50,14,28,14,7,14,14,14,14,28]",2025-04-29,"Image pack, Reviews, Video, People also ask, Related searches, Short videos",informational,Organic
pompe inox,2,2,110,8,1.02,https://cuve-expert.fr/e-pompe-surface-multicellulaire/5039-e-pompe-230v-088kw-monoph-inox-multicellulaire.html,1,0,1.00,1,7640000,"[78,78,78,78,64,64,64,64,78,78,50,100]",2025-04-29,"Image pack, Video, Image, Shopping ads, Popular products, Related searches","informational, transactional",Image pack
pompe eau immergee pour puit,10,10,50,13,0.23,https://cuve-expert.fr/47-e-pompe-immergee,0,0,0.00,1,100,"[14,64,64,64,64,14,100,14,14,14,14,14]",2025-04-29,"Image pack, Reviews, Video, People also ask, Popular products, Related searches, Short videos","commercial, informational",Organic
clapet anti retour inox,19,19,110,4,0.83,https://cuve-expert.fr/e-crepine-clapet/4061-e-clapet-anti-retour-inox-ff-1.html,0,0,0.00,1,91,"[100,78,100,64,78,78,50,64,78,78,64,100]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, Popular products, Related searches",informational,Organic
pompe pour nettoyer piscine,1,1,70,11,0.00,https://cuve-expert.fr/blog/vider-piscine-pompe-vide-cave/,2,0.01,0.00,1,6810000,"[11,11,11,64,82,100,82,23,23,11,11,11]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches","informational, transactional",People also ask
pompe pour nettoyage piscine,1,1,70,19,0.00,https://cuve-expert.fr/blog/vider-piscine-pompe-vide-cave/,2,0.01,0.00,1,6760000,"[9,9,9,66,66,100,80,19,0,9,9,9]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",informational,People also ask
tuyau pour pompe de relevage eaux usées diamètre 50,28,28,50,4,0.18,https://cuve-expert.fr/e-tuyaux-eau-lisier/4687-e-5-metres-tuyau-spiralex-diametre-50.html,0,0,0.00,1,45,"[44,100,100,55,44,55,44,55,77,77,33,77]",2025-04-29,"Image pack, Reviews, Related searches","informational, transactional",Organic
recuperateur d'eau de pluis,22,22,50,35,0.30,https://cuve-expert.fr/blog/legal-recuperer-eau-pluviale/,0,0,0.00,1,11600000,"[23,23,23,3,3,3,3,3,3,3,3,3]",2025-04-29,"Image pack, Sitelinks, Reviews, Video Carousel, Popular products, Related searches, Short videos","informational, transactional",Organic
accélérateur de chauffage,63,63,50,10,0.11,https://cuve-expert.fr/blog/remplacer-circulateur/,0,0,0.00,1,3970000,"[9,9,9,9,9,9,9,9,52,52,52,52]",2025-04-29,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",transactional,Organic
varem 100l,36,36,70,8,0.30,https://cuve-expert.fr/e-reservoir-surpresseur/6520-reservoir-surpresseur-v-100l-a-vessie-eau-chaude.html,0,0,0.00,1,41,"[14,35,64,64,64,50,100,50,14,35,21,14]",2025-04-29,"Image pack, Reviews, Popular products, Related searches","informational, transactional",Organic
jerricane essence 10l,25,25,50,19,0.25,https://cuve-expert.fr/g-jerrican-essence/3798-g-jerrican-plastique-essence-10l-bec-anti-goutte.html,0,0,0.00,1,75,"[2,10,10,2,7,5,5,2,5,5,2,5]",2025-04-29,"Image pack, Reviews, Video, Shopping ads, People also ask, Popular products, Related searches",transactional,Organic
pompe a eau arrosage,92,92,50,9,0.16,https://cuve-expert.fr/blog/automatiser-pompe-surface/,0,0,0.00,1,9140000,"[5,11,15,15,15,18,3,3,3,3,3,3]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
pompe a eau arrosage,40,40,50,9,0.16,https://cuve-expert.fr/blog/differences-pompe-d-arrosage-et-pompe-eau/,0,0,0.00,1,9140000,"[5,11,15,15,15,18,3,3,3,3,3,3]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches","commercial, informational",Image pack
pompe a eau arrosage,10,10,50,9,0.16,https://cuve-expert.fr/blog/differences-pompe-d-arrosage-et-pompe-eau/,0,0,0.00,1,9140000,"[5,11,15,15,15,18,3,3,3,3,3,3]",2025-04-29,"Image pack, Sitelinks, Reviews, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
degazage cuve fuel tarif,61,61,70,23,1.01,https://cuve-expert.fr/blog/nettoyage-de-cuve-a-fuel-gazoil-gnr-tout-ce-quil-faut-savoir/,0,0,0.00,0.47,32000,"[78,78,64,64,50,35,35,50,50,50,50,64]",2025-04-29,"Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
bouchon réservoir,74,74,320,19,0.26,https://cuve-expert.fr/e-bouchon/4169-e-bouchon-reservoir-essence-motopompe.html,0,0,0.00,1,9150000,"[55,100,8,5,16,30,3,6,8,5,5,10]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
vessie pour surpresseur 50 litres,41,41,50,10,0.20,https://cuve-expert.fr/e-reservoir-surpresseur/5071-e-reservoir-surpresseur-h-50-10-bars-vessie-eau-froide.html,0,0,0.00,1,55,"[12,15,6,9,53,12,43,15,6,6,6,15]",2025-04-29,"People also ask, Related searches","informational, transactional",Organic
relais thermique fonction,13,13,320,19,0.00,https://cuve-expert.fr/129-e-relai-thermique,0,0,0.00,0,3810000,"[28,35,28,44,28,23,11,100,81,81,54,66]",2025-04-29,"Reviews, Video, Featured snippet, People also ask, Related searches, Short videos",informational,Organic
relais thermique fonction,2,2,320,19,0.00,https://cuve-expert.fr/blog/relais-thermiques/,11,0.08,0.00,0,3810000,"[28,35,28,44,28,23,11,100,81,81,54,66]",2025-04-29,"Reviews, Video, Featured snippet, People also ask, Related searches, Short videos",informational,Organic
gasoil tva,41,41,260,20,0.00,https://cuve-expert.fr/blog/recuperation-tva-essence/,0,0,0.00,0,348000,"[66,82,82,66,82,66,43,82,82,53,53,82]",2025-04-29,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches","commercial, informational",Organic
tonne d eau,46,46,70,7,0.00,https://cuve-expert.fr/54-e-vannes-robinets-tonne,0,0,0.00,1,12600000,"[21,28,28,28,21,21,34,21,15,21,15,21]",2025-04-29,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
tonne d eau,30,30,70,7,0.00,https://cuve-expert.fr/11-e-cuve-eau,0,0,0.00,1,12600000,"[21,28,28,28,21,21,34,21,15,21,15,21]",2025-04-29,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
adblue voiture c'est quoi,81,81,90,19,0.00,https://cuve-expert.fr/blog/alerte-adblue/,0,0,0.00,0.01,531000,"[19,14,23,19,52,52,66,80,100,52,33,33]",2025-04-29,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
pompe a eau immerge,81,81,170,11,0.24,https://cuve-expert.fr/blog/pompe-immergee-outil-extraire-eaux-souterraines/,0,0,0.00,1,351000,"[29,43,43,54,43,43,43,22,22,14,14,29]",2025-04-29,"Image pack, Reviews, Video Carousel, People also ask, Popular products, Related searches, Short videos",transactional,Organic
pompe a eau immerge,11,11,170,11,0.24,https://cuve-expert.fr/47-e-pompe-immergee,0,0,0.00,1,351000,"[29,43,43,54,43,43,43,22,22,14,14,29]",2025-04-29,"Image pack, Reviews, Video Carousel, People also ask, Popular products, Related searches, Short videos",transactional,Organic
adblue à la pompe,33,33,110,16,0.00,https://cuve-expert.fr/a-pompe-adblue-electrique-230v/3620-a-pompe-adblue-seule-230v-35l-min.html,0,0,0.00,0.09,4140000,"[1,3,3,3,3,3,4,3,3,1,2,2]",2025-04-29,"Reviews, Video, People also ask, Related searches","commercial, informational",Organic
adblue à la pompe,8,8,110,16,0.00,https://cuve-expert.fr/17-a-pompe-adblue,0,0,0.00,0.09,4140000,"[1,3,3,3,3,3,4,3,3,1,2,2]",2025-04-29,"Reviews, Video, People also ask, Related searches","commercial, informational",Organic
bouchon recuperateur eau,62,62,50,19,0.00,https://cuve-expert.fr/15-e-accessoires-cuve-pompe-eau,0,0,0.00,1,100,"[11,52,52,64,52,11,11,11,11,11,11,11]",2025-04-29,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
stockage adblue,12,12,50,7,0.83,https://cuve-expert.fr/blog/transport-adr-et-stockage-adblue/,0,0,0.00,0.96,1,"[12,12,12,12,10,17,10,10,17,12,7,12]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches",informational,Organic
stockage adblue,11,11,50,7,0.83,https://cuve-expert.fr/5-a-stockage-transfert-adblue,0,0,0.00,0.96,1,"[12,12,12,12,10,17,10,10,17,12,7,12]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches",informational,Organic
stockage adblue,1,1,50,7,0.83,https://cuve-expert.fr/blog/alerte-adblue/,1,0,0.00,0.96,1,"[12,12,12,12,10,17,10,10,17,12,7,12]",2025-04-29,"Reviews, Video, People also ask, Popular products, Related searches",informational,People also ask
pompe pour chaudiere,77,77,260,13,0.19,https://cuve-expert.fr/blog/remplacer-circulateur/,0,0,0.00,1,9710000,"[66,54,43,29,29,22,22,54,100,81,81,81]",2025-04-29,"Image pack, Reviews, Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
